Source,Link,Header,Content,Article Date,Scrape Date
Times of India,https://timesofindia.indiatimes.com/city/ranchi/spanish-tourist-continues-tour-says-blame-criminals-not-all-people/articleshow/108246321.cms,"Spanish tourist continues tour, says blame criminals, not all people","DUMKA: Five more people were arrested in connection with the gangrape of a Spanish national in Dumka district of Jharkhand even as the survivor left Dumka along with her husband on their bikes amid heavy security. This has taken the total number of those arrested to eight. The foreign national had, in her FIR , said seven people were involved. Talking to reporters for the first time since the crime took place on March 1 at a semi-forested area in Kurumahat locality under Hansdiha police station where the couple were camping for the night, the survivor said the assault left a deep scar but won't change her positive perception about India or its people. She and her husband (63) were escorted by Jharkhand Police to the Bihar border from Dumka Circuit House. Bihar Police will assist them in reaching Nepal , the original destination of their world bike tour. Dumka district administration, meanwhile, provided Rs 10 lakh as compensation even as Jharkhand high court took suo moto cognisance of the crime on Monday and will hear the case on March 7. Jarmundi SDPO, who is leading the SIT that investigated the crime, said, ""Five fresh arrests have been made taking the total count of those in custody to eight. The eighth person is the one who assisted the seven others in the crime."" On March 1, the couple reached Dumka for a brief halt en-route to Nepal via Bihar when the seven youths waylaid and assaulted them. The woman was then gangraped, triggering a global outrage. While speaking to media, the survivor said, ""Those who committed the crime are liable to be blamed but not the common Indian, who otherwise, remained courteous and cordial to us all through our journey in this country, so far. In the last six months, we have travelled to different parts of India and we came across many good people."" The couple also took selfies with officials in Dumka and appreciated the govt for handling the situation swiftly. On their choice of halting in Dumka at a secluded location, she said, ""We found this place calm and beautiful to spend the night."" About their shocking ordeal, she said, ""It would be hard to forget the horrific incident that happened with us, one should leave it behind and move ahead. Such incidents should not force anyone to live in constant fear or stop them from venturing out. I will keep travelling and won't be afraid.""","Mar 6, 2024, 01:11 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/main-chitthi-likhunga-pm-modis-sweet-gesture-brings-smile-to-faces-of-children-in-odisha/articleshow/108254253.cms,'Main chitthi likhunga ...': PM Modi's sweet gesture brings smile to faces of children in Odisha,"NEW DELHI: Prime Minister Narendra Modi on Tuesday halted his speech midway in Odisha upon noticing children raising pictures brought as gifts for him. He asked the children to mention their addresses on the back of the pictures while promising to write letters to them. PM Modi asked the Special Protection Group (SPG) commandos in the middle of his speech to collect the pictures from the children who were constantly raising them during his address at a rally in Jajpur . Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday ""I request SPG commandos to collect the pictures (brought as gifts) that were constantly being raised by some children. Children, please mention your addresses at the back of the paper. Main chithhi likhunga aap logo ko ... (I will write letters to you,"" he said. In Jajpur, the Prime Minister inaugurated and laid foundation stones of multiple development projects worth over Rs 19,600 crore. The visit holds particular importance as PM Modi continues his nationwide tour, strategically promoting and fortifying the Bharatiya Janata Party ( BJP ) ahead of the upcoming Lok Sabha elections. The inauguration ceremony was held in the presence of Odisha governor Raghubar Das. Among the key projects inaugurated by PM Modi is the eight-lane expansion plan for the Paradeep-Dhuburi road, a crucial artery for connectivity and trade in the region. The Prime Minister also emphasised the government's commitment to creating a robust and modern infrastructure that aligns with the aspirations of the people. PM Modi, during his speech, attacked the Congress emphasising the coal scam. While discussing the government's initiatives for the underprivileged, he highlighted that in 2014, a poor man's son (gareeb ka beta) became the Prime Minister. Moreover, he reinforced his ongoing 'Modi ki Guarantee' slogan, pledging to safeguard the welfare of the downtrodden. He also reiterated his objective of securing 400 seats in the upcoming general elections. Chhattisgarh polls: “Mai jaroor tujhe chitthi likhunga…” PM Modi to girl who brought him a painting","Mar 6, 2024, 11:28 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/indian-navy-has-become-synonymous-with-credibility-in-indo-pacific-rajnath-singh/articleshow/108251119.cms,Indian Navy has become synonymous with credibility in Indo-Pacific: Rajnath Singh,"NORTH GOA: Highlighting the Indian Navy's contribution to maritime security and maintaining the sovereignty of the country, defence minister Rajnath Singh said the Indian Navy has become ""synonymous with credibility in Indo-Pacific ."" ""If India's reputation has increased in the Indian Ocean Region and wider Indo-Pacific, it is due to the bravery and promptness of our Navy. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday It has become synonymous with credibility in the Indo-Pacific region. The Navy is a reflection of India's growing stature on the global canvas,"" Singh said while addressing the 1st Naval Commanders' Conference of 2024 onboard INS Vikramaditya on Tuesday. The inaugural session of the three-day event saw the Defence Minister embarking at sea to witness the Indian Navy's ability to conduct 'twin-carrier operations'. Rajnath Singh commended the Indian Navy for increasing its multi-dimensional capabilities in the Indian Ocean region and continuously emerging in a leadership role. He appreciated the Navy's efforts to work towards peace and prosperity across the Indo-Pacific region, in line with Security and Growth for All in the Region (SAGAR), as envisioned by Prime Minister Narendra Modi. He lauded the anti-piracy operations of the Indian Navy in the Indo-Pacific region, which, he said, are being appreciated not only in India but across the globe. The Defence Minister underscored the importance of jointness and synergy among the three services amidst the constantly evolving geopolitical scenario. He also spoke about the increasing use of drones in modern-day warfare and various maritime operations. He urged the commanders to remain prepared to deal with all kinds of challenges, assuring the Government's all-possible support. The Naval Commanders' Conference, this time around, is being held in a hybrid format. It serves as a platform for naval commanders to deliberate on strategic, operational, and administrative matters concerning maritime security. Held against the backdrop of evolving geopolitical dynamics, regional challenges and the current volatile maritime security situation in the region, the conference plays a pivotal role in shaping the future course of the Indian Navy. The Chief of Defence Staff, along with the Chiefs of the Indian Army and Indian Air Force, will also engage with the Naval Commanders during the conference to discuss the convergence of the three services in light of the common national security environment. They will explore avenues to enhance tri-service synergy and readiness in the defence of the nation.","Mar 6, 2024, 07:29 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/we-are-his-proud-family-members-arjun-meghwal-on-rjd-chiefs-no-family-jibe/articleshow/108257964.cms,'We are his proud family members': Arjun Meghwal on RJD chief's 'no family' jibe,"NEW DELHI: Union minister Arjun Ram Meghwal slammed Lalu Prasad Yadav , the RJD chief and former Bihar chief minister, who has been in the eye of the storm over his comments on Prime Minister Narendra Modi . The BJP and the INDIA bloc leaders have been locking horns over the ""no family"" jibe ahead of the Lok Sabha elections . Speaking with ANI, the Minister of Law and Justice said, ""Ram is the soul of our country. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday Only those who talk about all this are unaware of this fact."" The senior BJP leader stated, ""Corruption, appeasement, and 'Parivarvad' have become the three pillars to weaken Indian democracy, and they had to be struck to strengthen democracy"". Lamblasting Lalu Prasad Yadav, he said, ""Making personal attacks on PM Narendra Modi does not benefit anyone because we are his proud family members."" Lalu Yadav, while addressing the party's 'Jan Vishwas Maha Rally' in Patna on Sunday, said that Prime Minister Narendra Modi just spreads hatred in the name of religion. ""These days he is talking about dynastic politics. You (PM Modi) don't have a family. You are not even a Hindu. When your mother died, every Hindu, as per tradition, shaves his beard and head. Why did you not shave? You only spread hatred in society,"" RJD Chief Lalu Yadav said. Countering the opposition formed to take on the BJP in Lok Sabha polls, PM Modi said a day ago that the ideology of the INDI Alliance is family first, while Modi's ideology is nation first. ""We are helping women so that our sisters can become 'Lakhpati Didi'. I am working to make three crore Lakhpati Didis across the country. But the corrupt people of INDI Alliance are not liking this. These people have nothing in response to our resolutions, achievements and policies. That is why the people of INDI Alliance have now increased their attacks on Modi. They are saying that Modi does not have a family, hence Modi has to be removed. These family members say that it is a fight of ideologies. The ideology of INDI Alliance is family first while Modi's ideology is nation first. These people live only for their families and Modi lives for every family of India. Modi is engaged in creating a better future for every citizen of the country,"" he said. Lok Sabha elections are expected to be held in April-May.","Mar 6, 2024, 11:47 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/sandeshkhali-west-bengal-cops-refuse-to-hand-over-shahjahan-to-cbi-ed-attaches-his-property/articleshow/108242802.cms,Sandeshkhali: West Bengal cops refuse to hand over Shahjahan to CBI; ED attaches his property,"NEW DLEHI: West Bengal CID on Tuesday refused to handover Shahjahan Sheikh to CBI as the state government moved Supreme Court regarding this matter. Meanwhile ED officials on Tuesday attached Rs 12.78-crore worth of property of suspended TMC leader Shahjahan Sheikh including his apartment and land in Sandeshkhali , Kolkata, ED oficials said. Officials said that ""ED, Kolkata has provisionally attached movable and immovable assets worth Rs. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday 12.78 Crore in the form of 14 immovable properties in the nature of apartment, agriculture land, land for fishery, land and building etc. in Gram Serberia, Sandeshkhali and Kolkata and two bank accountsunder the provisions of PMLA, 2002 in the matter of Shahjahan Seikh and others."" Earlier today the Calcutta high court on Tuesday ordered transfer of probe into attack on ED officials in Sandeshkhali to the Central Bureau of Investigation (CBI). The court also ordered West Bengal police to hand over Shahjahan Sheikh, who is the prime accused in the case, to CBI by 4.30pm. West Bengal government had constituted a SIT to probe the case. The investigation in the case was handed over to the CID by the state government from the Basirhat Police after Sheikh's arrest, who is now in police remand of the CID. The TMC leader was arrested by the police on February 29, a day after the high court ordered that Sheikh, the main accused in alleged sexual atrocities on women and land grabbing at Sandeshkhali, can be arrested by the CBI, the ED or the West Bengal Police. Meanwhile West Bengal government moved the Supreme Court, challenging the Calcutta High Court order to transfer the probe into the attack on an ED team in Sandeshkhali to the CBI, a team from the premier central probe agency on Tuesday arrived at the CID headquarters in Kolkata to take jailed suspended ruling party strongman Sheikh Shahjahan into its custody. Shahjahan, who had been evading authorities following an attack on an Enforcement Directorate (ED) team during a raid on his residence in Sandeshkhali regarding an alleged ration scam, was apprehended. He was subsequently handed over to state police custody upon his arrest. (With inputs from agencies)","Mar 5, 2024, 20:52 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/city/nagpur/hc-acquits-saibaba-others-says-no-proof-of-maoist-links/articleshow/108246257.cms,"Twice in 15 months, high court acquits Saibaba, 4 more of Maoist links","NAGPUR: Bombay high court ’s Nagpur bench Tuesday acquitted former Delhi University professor G N Saibaba and five others of waging war against the country by aiding and abetting Maoist activity, seven years after a sessions court in Maharashtra’s Gadchiroli sentenced him to life imprisonment. This is his second acquittal in the UAPA case in nearly 15 months after the previous verdict by another HC bench was stayed and subsequently overturned by the Supreme Court. Like it did on the previous occasion, Maharashtra immediately filed a special leave petition in SC for a stay. The division bench of Justices Vinay Joshi and Valmiki Menezes cited technical grounds for the acquittal of all six convicts , one of whom is dead. As in the October 2022 acquittal, the bench ruled that the prosecution failed to prove beyond doubt charges against 57-year-old Saibaba, who needs a wheelchair for mobility, and his co-accused. “The entire prosecution is vitiated on account of invalid sanction to prosecute accused for want of valid sanction in terms of Section 45(1) of UAPA...It failed to establish the seizure of incriminating material from the house of accused No 6 Saibaba. It also failed to prove electronic evidence in terms of provisions of the Indian Evidence Act and Information Technology Act,” states the verdict. Noting that various provisions of UAPA weren’t complied with, the judges said sanction to prosecute the accused was invalid. “Taking cognisance of the trial court’s judgment without valid sanction or no sanction to prosecute Saibaba is at the root of the case, which renders the entire proceedings null and void...The trial court proceedings amount to failure of justice.” The prosecution, led by special counsel Prashant Sathianathan and government pleader Deven Chauhan, made a verbal request to the judges to reserve their order for six weeks so that they could file a special leave petition in SC. The bench directed them to file an application, which was later rejected. Besides Saibaba, the five people acquitted in the case are Mahesh Kariman Tirki, Hem Keshavdatta Mishra, Prashant Rahi Narayan Sanglikar, Vijay Tirki and Pandu Pora Narote, who died of swine flu during the trial. Lawyers representing Saibaba and the other four in jail couldn’t immediately approach the sessions court for their release as the HC verdict hadn’t been uploaded online until late Tuesday. They have been in Nagpur’s Central Jail since their arrest in 2014. The March 7, 2017 ruling against Saibaba and five others was the first judgment in Maharashtra in which all the accused were convicted based on electronic evidence. While acquitting them in 2022, the division bench of Justices Rohit Deo and Anil Pansare quoted former home minister P Chidambaram, who had moved a bill in Lok Sabha to amend UAPA and suggested setting up an independent authority to review evidence to prosecute accused under the stringent law.","Mar 6, 2024, 10:09 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/business/india-business/march-2024-bank-holidays-check-state-wise-holiday-list-here/articleshow/108038596.cms,March 2024 bank holidays: Banks closed for 14 days nationwide; check state-wise holiday list here,"March 2024 bank holidays: In March 2024, banks across various states in India will observe a total of 14 holidays, as per the Reserve Bank of India (RBI) holiday schedule. These holidays, determined by both state governments and the RBI, encompass Sundays, the second and fourth Saturdays, public holidays, and a few regional observances. It's important for bank customers to be aware of these dates to plan their visits to bank branches accordingly. While banks will be closed on these designated holidays, it's worth noting that many banking services can still be accessed online via platforms like Net banking and mobile banking. March 2024 bank holidays Here are the notable holidays when banks will remain closed in March 2024: March 1 (Friday) - Chapchar Kut State: Mizoram March 8 (Friday) - Mahashivratri (Maha vad-13)/Sivarathri States affected: Gujarat, Maharashtra, Karnataka, Madhya Pradesh, Orissa, Chandigarh, Uttarakhand, Andhra Pradesh, Telangana, Jammu-Srinagar, Kerala, Uttar Pradesh, Chhattisgarh, Jharkhand, Himachal Pradesh. March 22 (Friday) - Bihar Diwas State: Bihar March 25 (Monday) - Holi (Second Day) - Dhuleti/Dol Jatra/Dhulandi States affected: Tripura, Gujarat, Mizoram, Maharashtra, Madhya Pradesh, Jammu, Sikkim, Arunachal Pradesh, Rajasthan, Chandigarh, Uttarakhand, Andhra Pradesh, West Bengal, Telangana, Meghalaya, Delhi, Uttar Pradesh, Chhattisgarh, Jharkhand, Himachal Pradesh. ALSO READ | Bank holidays 2024: Full list of national and state-wise banking holidays here March 26 (Tuesday) - Yaosang 2nd Day/Holi States affected: Orissa, Manipur, Bihar March 27 (Wednesday) - Holi State: Bihar March 29 (Friday) - Good Friday Affected: All states except Tripura, Assam, Rajasthan, Himachal Pradesh, Jammu, and Srinagar. These holidays are categorised by the RBI under various provisions like the Negotiable Instruments Act, Real-Time Gross Settlement Holidays, and Banks' Closing of Accounts. Mar-24 1 8 22 25 26 27 29 Agartala • Ahmedabad • • • Aizawl • • • Belapur • • • Bengaluru • • Bhopal • • • Bhubaneswar • • • Chandigarh • • • Chennai • Dehradun • • • Gangtok • • Guwahati • Hyderabad - Andhra Pradesh • • • Hyderabad - Telangana • • • Imphal • • Itanagar • • Jaipur • Jammu • • Kanpur • • • Kochi • • Kohima • Kolkata • • Lucknow • • • Mumbai • • • Nagpur • • • New Delhi • • Panaji • • Patna • • • • Raipur • • • Ranchi • • • Shillong • • Shimla • • Srinagar • Thiruvananthapuram • • Holiday Description Day Chapchar Kut 1 Mahashivratri (Maha vad-13)/Sivarathri 8 Bihar Divas 22 Holi (Second Day) - Dhuleti/Dol Jatra/Dhulandi 25 Yaosang 2nd Day/Holi 26 Holi 27 Good Friday 29","Feb 27, 2024, 14:36 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/education/news/cbse-board-exam-date-sheet-2024-class-10th-and-12th-timetable-released-download-here/articleshow/105933154.cms,CBSE Board Exam Date Sheet 2024: Timetable for Classes 10th and 12th released; Download here,"CBSE Date Sheet 2024: In an official announcement, the Central Board of Secondary Education (CBSE) has released the date sheet for the upcoming 2024 board examinations for both Class 10 and Class 12. Candidates appearing for the CBSE Class 10 and 12 board exams nationwide can now access the timetable here. Exams for Classes 10 and 12 will be administered between February 15 and April 2, 2024. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday In order to maintain a consistent and standardised start time, all exams will begin at 10:30 AM (IST). ALSO READ: CBSE Class 10, 12 Revised Date Sheet 2024 released at cbse.gov.in, check changes in exam dates For Class 10th the main exams will commence on February 19, 2024, with Sanskrit, followed by Hindi on February 21, 2024. English will be held on February 26, 2024 and Science on March 2, 2024. Home Science is scheduled for March 4, 2024 followed by Social Science on March 7, 2024. The last two exams are Mathematics on March 11, 2024 and Information Technology on March 13, 2024. ALSO READ: CBSE Class 10, 12 Practical Exams 2024 from January 1: 8 Tips to Excel CBSE Board Exam 2024: CBSE Class 10 Date Sheet for Important Subjects Date Subject Subject Code February 19, 2024 Sanskrit 119, 122 February 21, 2024 Hindi 002, 085 February 26, 2024 English 101, 184 March 2, 2024 Science 86 March 4, 2024 Home Science 64 March 7, 2024 Social Science 87 March 11, 2024 Mathematics 041, 241 March 13, 2024 Information Technology 165, 402, 417 As per the CBSE Class 12th Science Date Sheet 2024, exams commence on February 22, 2024, with English paper followed by Chemistry on February 27, 2024. Physics takes center stage on March 4, 2024 followed by Mathematics on March 9, 2024. Physical Education is slated for March 12, 2024 and Biology on March 19, 2024. The final exam for Computer Science is scheduled for April 2, 2024. READ ALSO: CBSE Class 10, 12 Date Sheet 2024 Out: 8 Preparation Strategies for Last 60 Days CBSE Class 12th Date Sheet 2024: Science Stream (Main Subjects) Date Subject Subject Code February 22, 2024 English 001, 101, 301 February 27, 2024 Chemistry 43 March 4, 2024 Physics 42 March 9, 2024 Mathematics 041, 241 March 12, 2024 Physical Education 48 March 19, 2024 Biology 44 April 2, 2024 Computer Science 8 CBSE 12th Date Sheet 2024: Commerce Stream (Main Subjects) Date Subject Subject Code February 22, 2024 English 001, 101, 301 March 9, 2024 Mathematics 041, 241 March 18, 2024 Economics 030 March 23, 2024 Accountancy 055 March 27, 2024 Business Studies 054, 833 CBSE Class 12th Date Sheet 2024: Humanities (Arts) Stream (Main Subjects) Date Subject Subject Code February 19, 2024 Hindi Elective, Hindi Core 002, 302 February 22, 2024 English Elective, English Core, English Elective (Functional) 001, 301, 101 February 29, 2024 Geography 29 March 14, 2024 Various regional languages e.g. Punjabi, Bengali, Tamil, Telugu, Sindhi, Marathi and others Various March 18, 2024 Economics 30 March 22, 2024 Political Science 28 March 28, 2024 History 27 March 30, 2024 Sanskrit Core 322 April 1, 2024 Sociology 39 ALSO READ: CBSE Class 12 Board Exam 2024 to Clash with JEE Main 2024 Session 2? CBSE Exam Controller Clears the Air Exams for the Arts stream start on February 19, 2024, with the Hindi Elective and Hindi Core papers; English follows on February 22, 2024, per the CBSE Class 12th Humanities Date Sheet 2024. March 2024 is set aside for core humanities courses like geography, political science, economics, history, and Sanskrit. The sociology assignment is due on April 1st, 2024. READ ALSO: Top tips to score high in Political Science Board Exam, along with sample paper When creating the schedule, CBSE made sure that there were sufficient breaks between the subjects that students usually took in both classes. When creating the Class 12 date sheet, the board also considered competitive exams like JEE Main. A major part of the preparation was steering clear of more than 40,000 possible subject combinations. By taking this precaution, scheduling conflicts are minimised as no student's examinations for two subjects are scheduled on the same day. Direct link to download the Class 12th Date Sheet for 2024 The examinations, which cover a wide range of subjects important for students pursuing their class 12 and 10 education, will be held until April 2, 2024. Keep checking back for updates, and for any further guidance, visit the official CBSE website. Direct link to download the Class 10th Date Sheet for 2024 CBSE extends its best wishes to all students appearing in both Class X and Class XII examinations.","Feb 12, 2024, 19:56 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/city/kolkata/kolkata-to-get-indias-1st-under-river-metro-today/articleshow/108247443.cms,Kolkata to get India’s 1st under-river Metro today,"KOLKATA: Over 100 years after an underwater railway line was proposed between Kolkata and Howrah by a British engineer born in India, trains are set to roll through tunnels under the Hooghly river after PM Narendra Modi throws open Kolkata Metro’s Green Line, apart from two others, on Wednesday. The 4.8km Howrah Maidan-Esplanade stretch of the Green Line that the PM will inaugurate will be India’s first under-river transportation tunnel. Top Picks For You Kolkata-Howrah metro line to have India’s deepest evacuation shaft PM to inaugurate India's first underwater Metro rail section in Kolkata on Wednesday The name of Sir Harley Dalrymple-Hay may not be widely known, but the Birbhum-born engineer, who had dreamt of an underwater railway in Kolkata as far back as 1921, will figure in a presentation on the underwater Metro tunnel made before the PM. “The under-river tunnel is 13 metres beneath the riverbed and 37 metres (more than 120ft) below the ground surface. There was a chance of running into things like lost anchors or ship wreckage. To avoid surprises, we did four boreholes in the river to study the soil. Fortunately, there were no surprises,” said S Paramasivan, MD of Afcons, the firm that has constructed the under-river section of the Metro line. The Green Line operates a 9.2km service between Sector V in east Kolkata and Sealdah railway station. Kolkata Metro Rail Corporation is implementing Rs 10,000-crore project.","Mar 6, 2024, 05:53 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/only-1-6-women-on-top-in-fortune-india-500-list-5-in-next-500/articleshow/108250448.cms,"Only 1.6% women on top in ‘Fortune India 500’ list, 5% in ‘Next 500’","NEW DELHI: Only 1.6 % of companies in the ‘ Fortune 500 India list’ are led by women while in the case of ‘Next 500’- a list of emerging companies—women leaders account for 5 per cent. These findings are part of an exploratory research on ‘Enhancing Women Leadership in India Inc’ that focuses on the gaps and solutions to increase women’s participation in corporate India. The research conducted jointly by Fortune India and SP Jain Institute of Management and Research was supported by the women and child development ministry and Bill and Melinda Gates Foundation. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday According to the research, over 30-40% of women employees quit the workforce by the time they enter middle management. This is the time when they invariably get married or have a family. They take maternity leave and returning to work post childbirth gets challenging. The research recommends measures for “fixing the leaky pipeline – the broken rung -- and the glass ceiling will fix by itself”. It is suggested that organisations could set mandates for gender-specific hiring. It is also highlighted that organisations shy away from hiring women in mid-management roles as they know there could be a six-month ‘maternity leave’ in the offing. “It is paid leave and most organisations don’t want — smaller ones can’t afford — to make that investment,” the findings reveal. “The next round of losses occur when women leaders have to take a break when their children write board exams. There is also a break in their career, typically in their late forties when they have the responsibility of taking care of parents or in-laws. These factors have resulted in severe shortage of women who can be groomed to take on leadership roles,” says the study. It also shows that while the number of women on boards of listed companies has increased from 8% to 17%, only a handful of women directors are mostly in demand. Therefore, there is a need for more women in the leadership pipeline. In a post on X, WCD minister Smriti Irani said that “a key finding of this study is the industry leaders’ recognition of the government’s decade-long efforts to promote women in the corporate sphere and admitting that the responsibility now lies with the industry to implement measures that foster women’s leadership”. The minister added that “the study underscores the industry’s acknowledgment of gender inequality within corporations, pinpointing organisational policies, career advancement opportunities, work-life balance, and cultural norms and stereotypes as significant obstacles to be addressed”. The study recommends corporate tax reduction for companies which are doing considerable work in increasing gender diversity and incentivising women with income tax reductions. The study also suggests flexible work hours, having policies that could take care of late-night commutes and supporting women to use creche and elder care facilities closer to their homes.","Mar 6, 2024, 06:29 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/khelo-india-medal-winners-eligible-for-central-government-jobs-promotion-now/articleshow/108247441.cms,"Khelo India medal winners eligible for central government jobs, promotion now","NEW DELHI: Medal winners and those finishing at up to third position in different categories of Khelo India games will now be eligible for recruitment, promotion and other incentives meant for sportspersons in central govt. Issuing revised norms for recognition of meritorious sportspersons through incentives including central govt jobs, department of personnel and training (DoPT) on Monday announced addition of medal winners in Khelo India Youth Games (aged above 18 years), Khelo India Winter Games , Khelo India Para Games and Khelo India University Games to list of eligible candidates. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday The new list, like earlier, includes sportspersons who have represented state or country in national/international competitions; medal winners in junior national championships; and medal winners in School Games Federation of India (SGFI) in any of the games or sports mentioned in the instructions. Khelo India were first organised in 2018 as part of Modi govt’s initiative to revive sports culture in India at the grassroots level. The order of preference for extending incentives including govt jobs has also been revised, with medal winners or those finishing upto third in Khelo India University Games listed as third preference; and those winning medals or finishing up to third in Khelo India Youth Games, Khelo India Winter Games or Khelo India Para Games listed as fourth preference. Candidates who have represented the country in an international competition will continue to be first preference, followed by those who have represented a state/UT in senior or junior level national championships organised by national sports federations recognised by sports ministry or in national games organised by Indian Olympics Association.","Mar 6, 2024, 05:13 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/tmc-trying-to-protect-sandeshkhali-accused-pm-modi-attacks-mamata-govt-in-bengal/articleshow/108257139.cms,TMC trying to protect Sandeshkhali accused: PM Modi attacks Mamata govt in Bengal,"NEW DELHI: Prime Minister Narendra Modi on Wednesday came down heavily on the Trinamool Congress (TMC) over the Sandeshkhali case and said that the party is trying to protect the accused. Hitting out at the Mamata Banerjee-led TMC govt in Bengal, PM Modi said that the women of the land have been totured and whatever happened with them in Sandeshkhali is a matter of shame. Top Picks For You Who is Trinamool's Shahjahan Sheikh, the 'sexual predator' of Sandeshkhali? Hours after arrest, TMC suspends Sandeshkhali leader Shahjahan Sheikh for six years ""Under TMC's rule, the women of this land have been tortured. Whatever happened in Sandeshkhali will put anyone to shame but the TMC government does not care about your issues. TMC is putting efforts to protect the accused of the people of Bengal,"" he said at a women's rally in Barasat. The Prime Minister said that neither can the TMC government provide protection to the women of Bengal nor can it work for their welfare. ""TMC government can never provide protection to women. The BJP government has decided to award life imprisonment for heinous crimes like rape. For easy registration of women's complaints, we have arranged for a 'Women Helpine', but the TMC govt is not letting it operate in West Bengal. This TMC government can never work for the welfare of women,"" he added. Sharpening his attack on TMC over the Sandeshkhali case, PM Modi said that the party leaders have commited atrocities on the women of the state. ""TMC leaders have done atrocities on the women of the state. TMC has full confidence in their leader but not in the women of West Bengal,"" he said. The riverine island of Sandeshkhali in Bengal's North 24 Parganas district has been on the boil over allegations of sexual atrocities on women and land grabbing by Shahjahan Sheikh and his cohorts. Shahjahan Sheikh was arrested by West Bengal police on February 29 Thursday following a 55-day manhunt. Soon after his arrest, TMC suspended the Sandeshkhali accused from the party for six years. The Prime Minister said that 'nari shakti' (woman power) will play a pivotal role in decimating the ruling TMC in the state. ""The women of Bengal and the country are angry. This storm of Sandeshkhali will reach every part of West Bengal, and decimate the TMC across the state,"" he added. Earlier today, PM Modi inaugurated Kolkata Metro's Esplanade-Howrah Maidan section, which passes below the mighty Hooghly river through the country's first underwater transportation tunnel. He also took a ride on a metro train from Esplanade to Howrah Maidan and interacted with school students during the journey passing through the tunnel. The 4.8km Esplanade-Howrah Maidan stretch, which is a part of the East-West Corridor, has been built at a cost of Rs 4,960 crore, officials said. - With agency inputs","Mar 6, 2024, 14:14 IST","Mar 06, 2024, 17:09 IST"
